번호,학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,혁신교과목구분,원어강의,강평결과,이수구분,강의미리보기,개설대학,개설학과/전공,집중이수학기구분,비고,교과목영문명,
68,"1,2학년",학문기초,제4영역:자연과학,PRI4023-04,확률및통계학,곽화륜,서울,수10.0-12.5/18:00-20:30,307-321(명진관 A321 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 통계학과 ,,,Probability and Statistics,
69,"1,2학년",학문기초,제4영역:자연과학,PRI4023-05,확률및통계학,최은희,일산,화8.0-10.5/16:00-18:50,1102-219(종합강의동 219 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 통계학과 ,,BMC개설,Probability and Statistics,
70,"1,2학년",학문기초,제4영역:자연과학,PRI4023-06,확률및통계학,최은희,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","102-342(학술/문화관 K342 342 강의실),102-342(학술/문화관 K342 342 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 통계학과 ,,,Probability and Statistics,
71,2-4학년,학문기초,제4영역:자연과학,PRI4024-01,공학선형대수학,임영빈,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","408-321(정보문화관Q Q301 강의실),408-321(정보문화관Q Q301 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
72,2-4학년,학문기초,제4영역:자연과학,PRI4024-02,공학선형대수학,임영빈,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","408-329(정보문화관Q Q302 강의실),408-329(정보문화관Q Q302 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
73,2-4학년,학문기초,제4영역:자연과학,PRI4024-03,공학선형대수학,조영덕,서울,"화6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30","501-203(학림관 J212 강의실),501-203(학림관 J212 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
74,2-4학년,학문기초,제4영역:자연과학,PRI4024-04,공학선형대수학,박상웅,서울,"수8.0-9.0/16:00-17:30,금8.0-9.0/16:00-17:30","407-B127(정보문화관P P207 강의실),407-B127(정보문화관P P207 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
75,2-4학년,학문기초,제4영역:자연과학,PRI4024-05,공학선형대수학,최광호,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","501-413(학림관 J414 강의실),501-413(학림관 J414 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
76,2-4학년,학문기초,제4영역:자연과학,PRI4024-06,공학선형대수학,연미정,서울,금10.0-12.5/18:00-20:30,408-321(정보문화관Q Q301 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Engineering Applications of Linear Algebra,
77,"1,2학년",학문기초,제4영역:자연과학,PRI4025-01,공학수학1,최광호,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","408-329(정보문화관Q Q302 강의실),408-329(정보문화관Q Q302 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Mathematics for Engineering 1,
78,"1,2학년",학문기초,제4영역:자연과학,PRI4025-02,공학수학1,오승익,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","408-329(정보문화관Q Q302 강의실),408-329(정보문화관Q Q302 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Mathematics for Engineering 1,
79,"1,2학년",학문기초,제4영역:자연과학,PRI4025-03,공학수학1,조영덕,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","102-352(학술/문화관 K352 352 강의실),102-352(학술/문화관 K352 352 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의, 플립드러닝,,,학기,,이과대학,이과대학 수학과,,"혁신교수법-플립드러닝, 수강정원 32명",Mathematics for Engineering 1,
80,"1,2학년",학문기초,제4영역:자연과학,PRI4025-04,공학수학1,연미정,서울,"수8.0-9.0/16:00-17:30,금8.0-9.0/16:00-17:30","408-321(정보문화관Q Q301 강의실),408-321(정보문화관Q Q301 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Mathematics for Engineering 1,
81,"1,2학년",학문기초,제4영역:자연과학,PRI4025-05,공학수학1,박호,서울,화10.0-12.5/18:00-20:30,307-321(명진관 A321 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,,Mathematics for Engineering 1,
82,"1,2학년",학문기초,제4영역:자연과학,PRI4027-01,이산수학,김동우,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","408-321(정보문화관Q Q301 강의실),408-321(정보문화관Q Q301 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,팀티칭,Discrete Mathematics,
83,"1,2학년",학문기초,제4영역:자연과학,PRI4027-02,이산수학,임상수,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","407-203(정보문화관P P401 강의실_스마트),407-203(정보문화관P P401 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,팀티칭,Discrete Mathematics,
84,"1,2학년",학문기초,제4영역:자연과학,PRI4027-03,이산수학,정화용,서울,"수4.5-5.5/12:30-14:00,금4.0-5.0/12:00-13:30","407-B122(정보문화관P P205 강의실),407-B122(정보문화관P P205 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Discrete Mathematics,
85,"1,2학년",학문기초,제4영역:자연과학,PRI4028-01,생물학개론,이보영,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","501-203(학림관 J212 강의실),501-203(학림관 J212 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,바이오시스템대학,바이오시스템대학 생명과학과 ,,,Introduction to Biology,
86,"1,2학년",학문기초,제4영역:자연과학,PRI4028-02,생물학개론,한미희,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","501-203(학림관 J212 강의실),501-203(학림관 J212 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,바이오시스템대학,바이오시스템대학 생명과학과 ,,,Introduction to Biology,
87,"1,2학년",학문기초,제4영역:자연과학,PRI4028-03,생물학개론,한미희,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","501-203(학림관 J212 강의실),501-203(학림관 J212 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,바이오시스템대학,바이오시스템대학 생명과학과 ,,,Introduction to Biology,
88,"1,2학년",학문기초,제4영역:자연과학,PRI4028-04,생물학개론,김병혁,서울,수10.0-12.5/18:00-20:30,202-378(사회과학/경영관 L302 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,바이오시스템대학,바이오시스템대학 생명과학과 ,,,Introduction to Biology,
89,"1,2학년",학문기초,제4영역:자연과학,PRI4028-05,생물학개론,조선희,서울,"수4.5-5.5/12:30-14:00,금4.0-5.0/12:00-13:30","202-571(사회과학/경영관 L501 강의실),202-571(사회과학/경영관 L501 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,바이오시스템대학,바이오시스템대학 생명과학과 ,,,Introduction to Biology,
90,"1,2학년",학문기초,제4영역:자연과학,PRI4033-01,지구환경과학,조봉연,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","405-127(원흥관 1,3 E127 강의실),501-203(학림관 J212 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 건설환경공학과,,,The Earth and the Environments,
91,"1,2학년",학문기초,제4영역:자연과학,PRI4033-02,지구환경과학,이동훈,서울,수10.0-12.5/18:00-20:30,407-B105(정보문화관P P202 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 건설환경공학과,,,The Earth and the Environments,
92,"1,2학년",학문기초,제4영역:자연과학,PRI4035-01,프로그래밍기초와실습,송양의,서울,"월4.0-5.5/12:00-14:00,수3.0-4.5/11:00-13:00","401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,공과대학 일괄수강신청예정,Introduction to Computer Programming and Practices,
93,"1,2학년",학문기초,제4영역:자연과학,PRI4035-02,프로그래밍기초와실습,홍성옥,서울,"월8.5-10.0/16:30-18:25,수6.0-7.5/14:00-16:00","401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,공과대학 일괄수강신청예정,Introduction to Computer Programming and Practices,
94,"1,2학년",학문기초,제4영역:자연과학,PRI4035-03,프로그래밍기초와실습,김신우,서울,"화4.0-5.5/12:00-14:00,목4.0-5.5/12:00-14:00","102-211(학술/문화관 K211 (K) 공용컴퓨터실),102-211(학술/문화관 K211 (K) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
95,"1,2학년",학문기초,제4영역:자연과학,PRI4035-04,프로그래밍기초와실습,이호정,서울,"화6.0-7.5/14:00-16:00,금6.0-7.5/14:00-16:00","405-318(원흥관 1,3 F318 (F) 공용컴퓨터실),405-318(원흥관 1,3 F318 (F) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
96,"1,2학년",학문기초,제4영역:자연과학,PRI4035-05,프로그래밍기초와실습,정진우,서울,"화8.0-9.5/16:00-18:00,목8.5-10.0/16:30-18:25","405-318(원흥관 1,3 F318 (F) 공용컴퓨터실),405-318(원흥관 1,3 F318 (F) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의, 플립드러닝,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,혁신교수법(플립드러닝),Introduction to Computer Programming and Practices,
97,"1,2학년",학문기초,제4영역:자연과학,PRI4035-06,프로그래밍기초와실습,이명숙,서울,"수4.5-6.0/12:30-14:30,금4.0-5.5/12:00-14:00","405-318(원흥관 1,3 F318 (F) 공용컴퓨터실),405-318(원흥관 1,3 F318 (F) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
98,"1,2학년",학문기초,제4영역:자연과학,PRI4035-07,프로그래밍기초와실습,송양의,서울,"수8.0-9.5/16:00-18:00,금8.0-9.5/16:00-18:00","401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
99,"1,2학년",학문기초,제4영역:자연과학,PRI4035-08,프로그래밍기초와실습,정화용,서울,"수8.0-9.5/16:00-18:00,금8.0-9.5/16:00-18:00","202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
100,"1,2학년",학문기초,제4영역:자연과학,PRI4035-09,프로그래밍기초와실습,홍성옥,서울,월10.5-14.0/18:25-21:55,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
101,"1,2학년",학문기초,제4영역:자연과학,PRI4035-10,프로그래밍기초와실습,안영아,서울,수10.0-13.5/18:00-21:30,401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Introduction to Computer Programming and Practices,
102,"1,2학년",학문기초,제4영역:자연과학,PRI4039-01,인터넷프로그래밍,엄진영,서울,"화4.0-5.5/12:00-14:00,목4.0-5.5/12:00-14:00","202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Internet Programming,
103,"1,2학년",학문기초,제4영역:자연과학,PRI4039-02,인터넷프로그래밍,장은실,서울,"화8.0-9.5/16:00-18:00,목8.5-10.0/16:30-18:25","202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),202-463(사회과학/경영관 L432 (L) 공용컴퓨터실)",3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Internet Programming,
104,"1,2학년",학문기초,제4영역:자연과학,PRI4039-03,인터넷프로그래밍,엄진영,서울,화10.5-14.0/18:25-21:55,202-463(사회과학/경영관 L432 (L) 공용컴퓨터실),3,2,2, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 컴퓨터정보통신공학부 컴퓨터공학전공,,,Internet Programming,
105,"1,2학년",학문기초,제4영역:자연과학,PRI4041-01,공학경제,김소정,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","501-316(학림관 J315 강의실),501-316(학림관 J315 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 공과대,,2-4학년 수강 권고,Engineering Economy,
106,"1,2학년",학문기초,제4영역:자연과학,PRI4041-02,공학경제,서용윤,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","501-316(학림관 J315 강의실),501-316(학림관 J315 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 공과대,,2-4학년 수강 권고,Engineering Economy,
107,"1,2학년",학문기초,제4영역:자연과학,PRI4041-03,공학경제,전성범,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","501-316(학림관 J315 강의실),501-316(학림관 J315 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 공과대,,2-4학년 수강 권고,Engineering Economy,
108,"1,2학년",학문기초,제4영역:자연과학,PRI4041-04,공학경제,김상직,서울,"수8.0-9.0/16:00-17:30,금8.0-9.0/16:00-17:30","501-316(학림관 J315 강의실),501-316(학림관 J315 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 공과대,,2-4학년 수강 권고,Engineering Economy,
109,"1,2학년",학문기초,제4영역:자연과학,PRI4041-05,공학경제,홍성조,서울,화10.0-12.5/18:00-20:30,407-B105(정보문화관P P202 강의실),3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,학기,,공과대학,공과대학 공과대,,2-4학년 수강 권고,Engineering Economy,
110,"1,2학년",학문기초,제4영역:자연과학,PRI4046-01,기초수학(인문),송윤애,서울,월5.5-6.0/13:30-14:30,501-142(학림관 J104 강의실),1,1,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,이과대학,이과대학 수학과,,"공과대(인문) 전용, 미적분학및연습1(01분반)강좌와 동수강필수",Precalculus,
